0.0002935581395348837,1,0,0,0,2,12000,4,16,1,False
0.0006175581395348837,1,0,0,1,3,12000,4,16,7,False
0.0008931162790697675,1,1,0,0,2,12000,4,16,8,False
0.001249674418604651,1,2,0,0,2,12000,4,16,10,False
0.0015411162790697638,1,1,0,1,3,12000,4,16,14,False
0.0018852325581395302,1,3,0,0,2,12000,4,16,11,False
0.0022036744186046424,1,2,0,1,3,12000,4,16,14,False
0.00248479069767441,1,4,0,0,2,12000,4,16,6,False
0.002767232558139522,1,3,0,1,3,12000,4,16,2,False
0.0030663488372092897,1,5,0,0,2,12000,4,16,5,False
0.003375790697674402,1,4,0,1,3,12000,4,16,7,False
0.0036569069767441696,1,6,0,0,2,12000,4,16,5,False
0.003941465116279053,1,7,0,0,2,12000,4,16,2,False
0.00426202325581394,1,8,0,0,2,12000,4,16,6,False
0.004551348837209294,1,5,0,1,3,12000,4,16,12,False
0.0048899069767441815,1,6,0,1,3,12000,4,16,8,False
0.005165465116279066,1,7,0,1,3,12000,4,16,1,False
0.005455581395348858,1,9,0,0,2,12000,4,16,14,False
0.005828023255813965,1,8,0,1,3,12000,4,16,14,False
0.006109139534883757,1,10,0,0,2,12000,4,16,13,False
0.006402697674418642,1,11,0,0,2,12000,4,16,3,False
0.006679581395348871,1,9,0,1,3,12000,4,16,6,False
0.006946139534883756,1,10,0,1,3,12000,4,16,0,False
0.00729925581395355,1,12,0,0,2,12000,4,16,11,True
0.007302697674418644,1,11,0,1,3,12000,4,16,10,True
0.007551255813953528,1,11,1,1,3,12000,4,32,0,False
0.007817813953488411,1,12,0,1,3,12000,4,16,0,False
0.008147372093023297,1,13,0,1,3,12000,4,16,7,False
0.008438813953488465,1,12,1,0,2,12000,4,32,10,False
0.008719930232558192,1,14,0,1,3,12000,4,16,4,False
0.009031488372093078,1,15,0,1,3,12000,4,16,5,False
0.009316046511627962,1,16,0,1,3,12000,4,16,2,False
0.009632372093023383,1,13,0,0,2,12000,4,16,14,False
0.009933604651162858,1,17,0,1,3,12000,4,16,9,False
0.01025893023255828,1,14,0,0,2,12000,4,16,10,False
0.010552488372093164,1,15,0,0,2,12000,4,16,3,False
0.01086404651162805,1,16,0,0,2,12000,4,16,5,True
0.010866162790697766,1,18,0,1,3,12000,4,16,15,True
0.011166604651162934,1,16,1,0,2,12000,4,32,6,False
0.01150516279069782,1,17,0,0,2,12000,4,16,8,False
0.011816720930232675,1,18,1,1,3,12000,4,32,18,False
0.012092279069767559,1,19,0,1,3,12000,4,16,1,False
0.012374720930232726,1,18,0,0,2,12000,4,16,7,False
0.012727837209302456,1,20,0,1,3,12000,4,16,11,True
0.012731279069767613,1,19,0,0,2,12000,4,16,10,True
0.012997837209302497,1,19,1,0,2,12000,4,32,2,False
0.013372395348837354,1,20,1,1,3,12000,4,32,14,False
0.013656953488372238,1,21,0,1,3,12000,4,16,2,True
0.013660395348837395,1,20,0,0,2,12000,4,16,14,True
0.01394495348837228,1,20,1,0,2,12000,4,32,4,False
0.014283511627907166,1,21,0,0,2,12000,4,16,8,False
0.014622069767442052,1,22,0,0,2,12000,4,16,8,False
0.014924627906976937,1,23,0,0,2,12000,4,16,4,True
0.014931511627907158,1,21,1,1,3,12000,4,32,25,True
